,Brand,Product_name,Ingredients,Shampoo,Conditioner,Mask,Comb_cream,Gel,Beard,Product_type,X,Y
11,Skala Cosm\xe9ticos,Shampoo Ma\xe7\xe3 Verde e Malva,"\r\n                Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Polyquaternium-10, Cocamide  MIPA, PEG-120  Methyl Glucose Dioleate, PEG-90M, Parfum, Trideceth-9 (and) PEG-5  Isononanoate,   Pyrus   Malus (Apple) Fruit Extract, Sida Cordifolia Extract, Glicerin (and) Water (Aqua)(and) Sodium Benzoate,  Panthenol,  Tocopheryl  Acetate, Ammonium Chloride, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Dissodium EDTA.            ",True,False,False,False,False,False,Shampoo,18.540312,8.381766
12,Skala Cosm\xe9ticos,Shampoo \xd3leo de Argan,"\r\n                Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycol Distearate, Ammonium Chloride, Parfum, Polyquaternium-10, PEG-90M, Guar Hydroxypropyltrimonium Chloride, , Methylchloroisothiazolinone (and) Methylisothiazolinone, Disodium EDTA, Citric Acid, Panthenol, Argania Spinosa Kernel Oil, Tocopheryl Acetate, Benzyl Salicylate, Hexyl Cinnamal.            ",True,False,False,False,False,False,Shampoo,13.867385,9.000866
13,Skala Cosm\xe9ticos,Shampoo \xd3leo de Coco,"\r\n                Aqua,  Sodium  Laureth  Sulfate, Cocamidopropyl  Betaine, Glycol Distearate,  Parfum, Polyquaternium-10, PEG-90M,  Guar Hydroxypropyltrimonium Chloride, Cocos Nucifera Oil, Panthenol, Tocopheryl Acetate, Ammonium Chloride, Methylchloroisothiazolinone (and) Methylisothiazolinone,  Citric Acid,  Disodium EDTA.            ",True,False,False,False,False,False,Shampoo,11.485382,8.658861
14,Skala Cosm\xe9ticos,Shampoo Pitaya e Verbena,"\r\n                Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Polyquaternium-10, Cocamide  MIPA, PEG-120  Methyl Glucose Dioleate, PEG-90M, Parfum, Trideceth-9 (and) PEG-5  Isononanoate,    Hylocereus  Undatus  Fruit  Extract, Verbena  Officinalis   Leaf   Extract, Glicerin (and) Water (Aqua)(and) Sodium Benzoate, Ammonium Chloride, Panthenol, Tocopheryl  Acetate,  Methylchloroisothiazolinone (and) Methylisothiazolinone,  Citric Acid,  Dissodium EDTA, Amyl Cinnamal.            ",True,False,False,False,False,False,Shampoo,20.240187,9.189755
15,Skala Cosm\xe9ticos,Shampoo Tangerina e Gengibre,"\r\n                Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Polyquaternium-10, Cocamide MIPA, PEG-120  Methyl Glucose Dioleate, PEG-90M,  Parfum, Trideceth-9 (and) PEG-5  Isononanoate,    Citrus  Tangerina (Tangerine)  Extract,  Zingiber  Officinale  (Ginger)  Root  Extract, Glicerin (and) Water (Aqua)(and) Sodium Benzoate,   Ammonium Chloride, Panthenol, Tocopheryl  Acetate,  Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Dissodium EDTA, Hexyl Cinnamal.            ",True,False,False,False,False,False,Shampoo,18.705807,6.4927
16,Skala Cosm\xe9ticos,Shampoo Uso Di\xe1rio,"\r\n                Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Cocamide MIPA, Polyquaternium-10, PEG-120  Methyl Glucose Dioleate, PEG-90M, Ammonium Chloride, PEG-12 Dimethicone, Propylene Glycol, Sodium Salicylate (and) Caffeine, Zinc PCA, Menthyl Lactate, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, Disodium EDTA,  Citric Acid.*Sem Adi\xe7\xe3o de Cloreto de S\xf3dio            ",True,False,False,False,False,False,Shampoo,17.577898,11.707971
17,Skala Cosm\xe9ticos,Condicionador Condicionador Camomila,"\r\n                Aqua, Cetearyl Alcohol, Shea Butter Cetyl Esters, Glycerin, Stearamidopropyl Dimethylamine, Behentrimonium Chloride, Citric Acid, Disodium Edta, Parfum, Tocopheryl Acetate, Panthenol, Chamomilla Recutita Flower Extract, 2-Bromo-2-Nitropropane-1,3-Diol.            ",False,True,False,False,False,False,Conditioner,1.4085932,9.460725
18,Skala Cosm\xe9ticos,Condicionador Jaborandi,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Parfum, Pilocarpus Microphyllus Leaf Extract, Camellia Sinensis Leaf Extract, Methylchloroisothiazolinone (and) Methylisothiazolinone, PEG-90M, Citric Acid, Disodium EDTA, Panthenol, Tocopheryl Acetate, Hexyl Cinnamal, Linalool.            ",False,True,False,False,False,False,Conditioner,-0.21488933,5.2343125
19,Skala Cosm\xe9ticos,Condicionador Skala Genetiqs,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride,  Shea Butter Cetyl Esters, Stearamidopropyl Dimethylamine, Rhodiola Rosea Root Extract (and) Caesalpinia Spinosa Gum (and) Glycerin,  Parfum,  PEG-90M,  Panthenol,  Tocopheryl Acetate, Citric Acid, Disodium EDTA, Methylchloroisothiazolinone (and) Methylisothiazolinone.            ",False,True,False,False,False,False,Conditioner,-3.6804721,-2.2610724
20,Skala Cosm\xe9ticos,Condicionador #MaisLisos,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Parfum, PEG-90M,  Hydrolyzed Rice Protein,  Zea Mays (Corn) Starch, Hydrolyzed Wheat Protein (and) Hydrolyzed Soy Protein (and) Carbocysteine (and) Threonine (and) Serine (and) Glutamic Acid, Panthenol, Tocopheryl Acetate, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid,  Disodium  EDTA, Hexyl Cinnamal, Linalool            ",False,True,False,False,False,False,Conditioner,2.0350256,5.128948
21,Skala Cosm\xe9ticos,Condicionador Abacate,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, PEG-90M, Citric Acid, Disodium EDTA, Panthenol, Persea Gratissima Fruit Extract, Ricinus Communis (Castor) Seed Oil, Aloe Barbadensis Extract, Tocopheryl Acetate, Benzyl Alcohol, Hexyl Cinnamal, CI 42.090 (FD&C Blue n\xba1), CI 19.140 (FD&C Yellow n\xba5).            ",False,True,False,False,False,False,Conditioner,5.361168,2.1130254
22,Skala Cosm\xe9ticos,Condicionador Crespinho Divino,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Parfum Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Linum Usitatissimum Seed Oil, Cocos Nucifera Oil, Panthenol, Tocopheryl Acetate.            ",False,True,False,False,False,False,Conditioner,-8.671014,1.9407834
23,Skala Cosm\xe9ticos,Condicionador Bomba de Vitaminas,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Parfum, PEG-90M, Hyaluronic Acid, Retinyl Palmitate, Tocopheryl Acetate, Panthenol, Argania Spinosa Kernel Oil, Ricinus Communis (Castor) Seed Oil, Hydrolyzed Wheat Protein (and) Hydrolyzed Soy Protein (and) Hydrolyzed Corn Protein, Citric Acid, Disodium EDTA, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citronellol, Geraniol.            ",False,True,False,False,False,False,Conditioner,6.476973,-7.5165534
24,Skala Cosm\xe9ticos,Condicionador #Mais Cachos,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters,  Parfum, Ricinus Communis (Castor) Seed Oil,  Argania Spinosa Kernel Oil, PEG-90M, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Disodium EDTA Panthenol, Tocopheryl Acetate.            ",False,True,False,False,False,False,Conditioner,4.0876455,-2.9936013
25,Skala Cosm\xe9ticos,Condicionador 12 em 1,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Parfum, PEG-90M, Laureth-2 (and) Myreth-2 (and) Octyldodecanol (and) Cetyl Lactate (and) Prunus Amygdalus Dulcis Oil (and) Zea Mays Oil (and) Gossypium Herbaceum Seed Oil (and) Helianthus Annuus Seed Oil (and) Triticum Vulgare Germ Oil (and) Persea Gratissima Oil (and) Phospholipids (and) Squalene (and) Glyceryl Linoleate (and) Glyceryl Linolenate (and) Tocopheryl Acetate, Hydrolyzed Rice Protein, Saccharum Officinarum Extract, Persea Gratissima Fruit Extract, Argania Spinosa Kernel Oil, Theobroma Cacao Seed Butter, Astrocaryum Murumuru Seed Butter/Tocopherol, Oenocarpus Bataua Fruit Oil, Hydrolyzed Wheat Protein, Hydrolyzed Corn Protein (and) Hydrolyzed Soy Protein (and) Hydrolyzed Wheat Protein, Tocopheryl Acetate, Panthenol, Citric Acid, Disodium EDTA, Methylchloroisothiazolinone (and) Methylisothiazolinone, Hexyl Cinnamal.            ",False,True,False,False,False,False,Conditioner,11.721764,-9.112871
26,Skala Cosm\xe9ticos,Condicionador Amido de Milho,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, PEG-90M, Panthenol, Zea Mays (Corn) Starch, Cocos Nucifera Oil, Tocopheryl Acetate, Citric Acid, Disodium EDTA.            ",False,True,False,False,False,False,Conditioner,-3.6563587,0.3440243
27,Skala Cosm\xe9ticos,Condicionador Avocado,"\r\n                Aqua, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Water, Cetearyl Alcohol, Quaternium-91 (and) Cetrimonium Methosulfate (and) Cetearyl Alcohol, Shea Butter Cetyl Esters, Helianthus Annus (Sunflower) Seed Oil, Glycerin, Stearamidopropyl Dimethylamine, Citric Acid, Tocopherol, Benzyl Alcohol (and) Phenoxyethanol, Persea Gratissima (Avocado) Oil, Parfum, Hexyl Cinnamal, CI 19140 (CI Food Yellow 4), CI 15985 (CI Food Yellow 3), CI 42090 (CI Food Blue 2).            ",False,True,False,False,False,False,Conditioner,-7.9270062,-20.59373
28,Skala Cosm\xe9ticos,Condicionador Babosa,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride,  Shea Butter Cetyl Esters, Parfum, PEG-90M, Aloe Barbadensis Extract, Panthenol,  Methylchloroisothiazolinone (and) Methylisothiazolinone, Tocopheryl Acetate, Citric Acid, Disodium EDTA, Hexyl Cinnamal.            ",False,True,False,False,False,False,Conditioner,-0.6315565,1.2347609
29,Skala Cosm\xe9ticos,Condicionador Banana e Bacuri,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Parfum, PEG-90M, Musa Sapientum (Banana) Fruit Extract, Platonia Insignis Seed Butter (and) Tocopherol, Panthenol, Aloe Barbadensis Extract, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Disodium EDTA, Hexyl Cinnamal.            ",False,True,False,False,False,False,Conditioner,-4.7205725,-4.7506223
30,Skala Cosm\xe9ticos,Condicionador Caf\xe9 Verde e Ucuuba,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, PEG-90M, Parfum, Coffea Arabica Seed Extract, Virola Surinamensis Seed Butter (and) Tocopherol, Panthenol, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Disodium EDTA.            ",False,True,False,False,False,False,Conditioner,-1.8814783,-4.577365
31,Skala Cosm\xe9ticos,Condicionador Caju e Murumuru,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Parfum, PEG-90M, Anacardium Occidentale (Cashew) Extract, Astrocaryum Murumuru Seed Butter/Tocopherol, Methylchloroisothiazolinone (and) Methylisothiazolinone, Panthenol, Citric Acid, Disodium EDTA.            ",False,True,False,False,False,False,Conditioner,0.22793625,-4.4931507
32,Skala Cosm\xe9ticos,Condicionador Ceramidas,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Parfum, PEG-90M, Ceramidas G3* (Laureth-2 (and) Myreth-2 (and) Octyldodecanol (and) Cetyl Lactate (and) Prunus Amygdalus Dulcis Oil (and) Zea Mays Oil (and) Gossypium Herbaceum Seed Oil (and) Helianthus Annuus Seed Oil (and) Triticum Vulgare Germ Oil (and) Persea Gratissima Oil (and) Phospholipids (and) Squalene (and) Glyceryl Linoleate (and) Glyceryl Linolenate (and) Tocopheryl Acetate), Panthenol, Tocopheryl Acetate, Citric Acid, Disodium EDTA, Methylchloroisothiazolinone (and) Methylisothiazolinone.            ",False,True,False,False,False,False,Conditioner,-0.45584208,-0.8017947
33,Skala Cosm\xe9ticos,Condicionador Crespo Divino,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Parfum, PEG-90M, Argania Spinosa Kernel Oil, Ricinus Communis (Castor) Seed Oil, Hydrolyzed Corn Protein (and)  Hydrolyzed Soy Protein (and) Hydrolyzed Wheat Protein, Porphyra Umbilicalis Extract (and) Caesalpinia Spinosa Gum,  Panthenol, Tocopheryl Acetate, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid,  Disodium  EDTA.            ",False,True,False,False,False,False,Conditioner,4.0303006,-0.8885584
34,Skala Cosm\xe9ticos,Condicionador English Garden,"\r\n                Aqua, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Water, Cetearyl Alcohol, Quaternium-91 (and) Cetrimonium Methosulfate (and) Cetearyl Alcohol, Shea Butter Cetyl Esters, Helianthus Annus (Sunflower) Seed Oil, Glycerin, Stearamidopropyl Dimethylamine, Citric Acid, Tocopherol, Benzyl Alcohol (and) Phenoxyethanol, Citrus Limon (Lemon) Fruit Extract (and) Citrus Aurantium Dulcis Juice, Parfum, Limonene, Eugenol, Geraniol, Hexyl Cinnamal, Linalool.            ",False,True,False,False,False,False,Conditioner,-3.6782103,-22.706968
35,Skala Cosm\xe9ticos,Condicionador English Tea,"\r\n                Aqua, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Water, Cetearyl Alcohol, Quaternium-91 (and) Cetrimonium Methosulfate (and) Cetearyl Alcohol, Shea Butter Cetyl Esters, Helianthus Annus (Sunflower) Seed Oil, Glycerin, Stearamidopropyl Dimethylamine, Citric Acid, Tocopherol, Benzyl Alcohol (and) Phenoxyethanol, Fragaria Vesca (Strawberry) Fruit Extract (and) Rubus Idaeus (Raspberry) Fruit Extract (and) Malpighia Glabra Fruit Extract, Parfum, Butylphenyl Methylpropional, CI 16185 (CI Food  Red 9), CI 19140 (CI Food Yellow 4)..            ",False,True,False,False,False,False,Conditioner,-7.4504,-22.764854
36,Skala Cosm\xe9ticos,Condicionador Lim\xe3o Siciliano e Capim Santo,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, PEG-90M, Parfum, Citrus Limon (Lemon) Fruit Extract,  Cymbopogon Schoenanthus Extract, Methylchloroisothiazolinone (and) Methylisothiazolinone, Panthenol,  Tocopheryl  Acetate,  Citric  Acid,  Disodium EDTA.            ",False,True,False,False,False,False,Conditioner,-1.2384573,-2.4230745
37,Skala Cosm\xe9ticos,Condicionador Ma\xe7\xe3 Verde e Malva,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters,  PEG-90M,  Parfum,  Pyrus Malus (Apple) Fruit Extract,  Sida Cordifolia Extract, Panthenol,  Tocopheryl  Acetate,  Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid,  Disodium EDTA.            ",False,True,False,False,False,False,Conditioner,1.0398575,-2.3359234
38,Skala Cosm\xe9ticos,Condicionador Manga e Castanha-do-Par\xe1,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Parfum, PEG-90M, Bertholletia Excelsa Seed Oil, Mangifera Indica Seed Butter, Panthenol, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Disodium EDTA.            ",False,True,False,False,False,False,Conditioner,-2.4511082,-6.6164317
39,Skala Cosm\xe9ticos,Condicionador Manteiga de Karit\xe9,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Parfum, Shea Butter Cetyl Esters, Methylchloroisothiazolinone (and) Methylisothiazolinone, PEG-90M, Citric Acid, Disodium EDTA, Panthenol, Tocopheryl Acetate, Benzyl Salicylate, Butylphenyl Methylpropional, Hexyl Cinnamal.            ",False,True,False,False,False,False,Conditioner,-1.2245004,3.2957752
40,Skala Cosm\xe9ticos,Condicionador Maracuj\xe1 e \xd3leo de Patau\xe1,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Parfum, PEG-90M, Passiflora Incarnata Fruit Extract, Oenocarpus Bataua Fruit Oil, Methylchloroisothiazolinone (and) Methylisothiazolinone, Panthenol, Citric Acid, Disodium EDTA.            ",False,True,False,False,False,False,Conditioner,-0.16812566,-6.797946
41,Skala Cosm\xe9ticos,Condicionador \xd3leo de Argan,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Parfum, Shea Butter Cetyl Esters, Methylchloroisothiazolinone (and) Methylisothiazolinone, PEG-90M, Citric Acid, Disodium EDTA, Panthenol, Argania Spinosa Kernel Oil, Tocopheryl Acetate, Benzyl Salicylate, Hexyl Cinnamal.            ",False,True,False,False,False,False,Conditioner,-2.5620646,2.4834156
42,Skala Cosm\xe9ticos,Condicionador \xd3leo de Coco,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, PEG-90M, Parfum, Cocos Nucifera Oil, Panthenol, Tocopheryl Acetate, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Disodium EDTA.            ",False,True,False,False,False,False,Conditioner,-2.316978,-0.5288389
43,Skala Cosm\xe9ticos,Condicionador Pepper Force,"\r\n                Aqua, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Water, Cetearyl Alcohol, Quaternium-91 (and) Cetrimonium Methosulfate (and) Cetearyl Alcohol, Shea Butter Cetyl Esters, Helianthus Annus (Sunflower) Seed Oil, Glycerin, Stearamidopropyl Dimethylamine, Citric Acid, Tocopherol, Benzyl Alcohol (and) Phenoxyethanol, Glycerin (and)  Capsicum Annuum Fruit Extract (and) Xanthan Gum, Parfum, Eugenol, CI 16255 (CI Food  Red 7), CI 19140(CI Food Yellow 4).            ",False,True,False,False,False,False,Conditioner,-3.2748709,-20.77646
44,Skala Cosm\xe9ticos,Condicionador Pitaya e Verbena,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters,  PEG-90M,  Parfum, Hylocereus  Undatus   Fruit Extract, Verbena Officinalis  Leaf  Extract,  Panthenol, Tocopheryl  Acetate,  Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Disodium EDTA.            ",False,True,False,False,False,False,Conditioner,1.4114538,-0.11652497
